# it=     0  time[d]=  0.125
1.0000000e-05 1.0047000e-05  4.63736e-05 
1.0047000e-05 1.0095000e-05  1.37190e-06 
1.0095000e-05 1.0143000e-05  2.15144e-06 
1.0143000e-05 1.0191000e-05  3.96523e-06 
1.0191000e-05 1.0240000e-05  1.56461e-06 
1.0240000e-05 1.0288000e-05  0.00000e+00 
1.0288000e-05 1.0337000e-05  2.58473e-07 
1.0337000e-05 1.0386000e-05  0.00000e+00 
1.0386000e-05 1.0436000e-05  1.40967e-07 
1.0436000e-05 1.0485000e-05  2.34170e-06 
1.0485000e-05 1.0535000e-05  0.00000e+00 
1.0535000e-05 1.0585000e-05  7.68242e-07 
1.0585000e-05 1.0635000e-05  0.00000e+00 
1.0635000e-05 1.0686000e-05  1.31642e-06 
1.0686000e-05 1.0737000e-05  9.26124e-07 
1.0737000e-05 1.0788000e-05  7.65008e-07 
1.0788000e-05 1.0839000e-05  2.63088e-06 
1.0839000e-05 1.0890000e-05  1.11189e-07 
1.0890000e-05 1.0942000e-05  3.23551e-08 
1.0942000e-05 1.0994000e-05  6.98916e-09 
1.0994000e-05 1.1046000e-05  7.95548e-07 
1.1046000e-05 1.1099000e-05  7.79798e-07 
1.1099000e-05 1.1151000e-05  6.94465e-07 
1.1151000e-05 1.1204000e-05  1.25163e-06 
1.1204000e-05 1.1258000e-05  3.88174e-07 
1.1258000e-05 1.1311000e-05  1.62850e-06 
1.1311000e-05 1.1365000e-05  4.90675e-07 
1.1365000e-05 1.1419000e-05  4.01340e-07 
1.1419000e-05 1.1473000e-05  1.59189e-06 
1.1473000e-05 1.1527000e-05  2.44921e-06 
1.1527000e-05 1.1582000e-05  2.57841e-07 
1.1582000e-05 1.1637000e-05  3.88306e-08 
1.1637000e-05 1.1693000e-05  1.98746e-06 
1.1693000e-05 1.1748000e-05  0.00000e+00 
1.1748000e-05 1.1804000e-05  1.96897e-06 
1.1804000e-05 1.1860000e-05  2.11545e-06 
1.1860000e-05 1.1916000e-05  1.44262e-06 
1.1916000e-05 1.1973000e-05  8.28943e-07 
1.1973000e-05 1.2030000e-05  3.32745e-06 
1.2030000e-05 1.2087000e-05  5.02637e-06 
1.2087000e-05 1.2144000e-05  1.09810e-06 
1.2144000e-05 1.2202000e-05  4.89315e-06 
1.2202000e-05 1.2260000e-05  6.62472e-06 
1.2260000e-05 1.2318000e-05  1.42406e-06 
1.2318000e-05 1.2377000e-05  1.67260e-06 
1.2377000e-05 1.2435000e-05  5.36288e-06 
1.2435000e-05 1.2494000e-05  2.53521e-06 
1.2494000e-05 1.2554000e-05  2.15300e-06 
1.2554000e-05 1.2613000e-05  6.01048e-06 
1.2613000e-05 1.2673000e-05  7.76911e-06 
1.2673000e-05 1.2734000e-05  3.42521e-06 
1.2734000e-05 1.2794000e-05  4.42304e-06 
1.2794000e-05 1.2855000e-05  3.79788e-06 
1.2855000e-05 1.2916000e-05  5.89277e-06 
1.2916000e-05 1.2977000e-05  9.97370e-06 
1.2977000e-05 1.3039000e-05  6.58034e-06 
1.3039000e-05 1.3101000e-05  8.76860e-06 
1.3101000e-05 1.3163000e-05  3.35804e-06 
1.3163000e-05 1.3225000e-05  6.72365e-06 
1.3225000e-05 1.3288000e-05  8.24370e-06 
1.3288000e-05 1.3351000e-05  5.56312e-06 
1.3351000e-05 1.3415000e-05  7.38589e-06 
1.3415000e-05 1.3479000e-05  7.22241e-06 
1.3479000e-05 1.3543000e-05  4.11561e-06 
1.3543000e-05 1.3607000e-05  9.74859e-06 
1.3607000e-05 1.3672000e-05  7.27468e-06 
1.3672000e-05 1.3736000e-05  6.22047e-06 
1.3736000e-05 1.3802000e-05  8.10424e-06 
1.3802000e-05 1.3867000e-05  5.61760e-06 
1.3867000e-05 1.3933000e-05  6.96317e-06 
1.3933000e-05 1.3999000e-05  1.95711e-06 
1.3999000e-05 1.4066000e-05  1.27281e-05 
1.4066000e-05 1.4133000e-05  6.97491e-06 
1.4133000e-05 1.4200000e-05  5.63889e-06 
1.4200000e-05 1.4267000e-05  7.96396e-06 
1.4267000e-05 1.4335000e-05  8.26734e-06 
