# 1:iteration 2:time bin[s] 3-k:AB magnitude for k-th angular bin
# g-band (filter: g_LSST.dat)
   0    0.1250000 -1.37518e+01 -1.37444e+01 -1.37493e+01 -1.37547e+01 -1.37608e+01 -1.37622e+01 -1.37597e+01 -1.37652e+01 -1.37650e+01 -1.37734e+01 -1.37668e+01 -1.37724e+01 -1.37791e+01 -1.37808e+01 -1.37759e+01 -1.37848e+01 -1.37845e+01 -1.37837e+01 -1.37853e+01 -1.37903e+01 -1.37893e+01 -1.37837e+01 -1.37881e+01 -1.37897e+01 -1.37837e+01 -1.37874e+01 -1.37886e+01 -1.37842e+01 -1.37893e+01 -1.37905e+01 -1.37802e+01 -1.37853e+01 -1.37847e+01 -1.37823e+01 -1.37819e+01 -1.37836e+01 -1.37782e+01 -1.37803e+01 -1.37744e+01 -1.37703e+01 -1.37748e+01 -1.37704e+01 -1.37590e+01 -1.37617e+01 -1.37566e+01 -1.37537e+01 -1.37504e+01 -1.37569e+01 -1.37470e+01 -1.37462e+01 -1.37475e+01 -1.37476e+01 -1.37433e+01 -1.37451e+01 
   1    0.1277371 -1.37569e+01 -1.37497e+01 -1.37567e+01 -1.37617e+01 -1.37673e+01 -1.37688e+01 -1.37646e+01 -1.37743e+01 -1.37737e+01 -1.37803e+01 -1.37763e+01 -1.37789e+01 -1.37855e+01 -1.37874e+01 -1.37821e+01 -1.37930e+01 -1.37919e+01 -1.37913e+01 -1.37925e+01 -1.37937e+01 -1.37961e+01 -1.37895e+01 -1.37964e+01 -1.37945e+01 -1.37909e+01 -1.37930e+01 -1.37935e+01 -1.37922e+01 -1.37985e+01 -1.37962e+01 -1.37875e+01 -1.37934e+01 -1.37917e+01 -1.37898e+01 -1.37881e+01 -1.37913e+01 -1.37863e+01 -1.37859e+01 -1.37809e+01 -1.37788e+01 -1.37829e+01 -1.37778e+01 -1.37670e+01 -1.37664e+01 -1.37662e+01 -1.37607e+01 -1.37569e+01 -1.37642e+01 -1.37536e+01 -1.37517e+01 -1.37551e+01 -1.37537e+01 -1.37499e+01 -1.37520e+01 
   2    0.1305342 -1.37597e+01 -1.37552e+01 -1.37626e+01 -1.37688e+01 -1.37743e+01 -1.37732e+01 -1.37697e+01 -1.37788e+01 -1.37804e+01 -1.37840e+01 -1.37852e+01 -1.37871e+01 -1.37892e+01 -1.37890e+01 -1.37899e+01 -1.37988e+01 -1.37983e+01 -1.37983e+01 -1.37991e+01 -1.38033e+01 -1.38038e+01 -1.37941e+01 -1.38027e+01 -1.37990e+01 -1.38004e+01 -1.37979e+01 -1.37982e+01 -1.38039e+01 -1.38027e+01 -1.38008e+01 -1.37921e+01 -1.37964e+01 -1.37984e+01 -1.37947e+01 -1.37960e+01 -1.37988e+01 -1.37912e+01 -1.37927e+01 -1.37877e+01 -1.37846e+01 -1.37876e+01 -1.37841e+01 -1.37728e+01 -1.37728e+01 -1.37715e+01 -1.37657e+01 -1.37634e+01 -1.37706e+01 -1.37618e+01 -1.37554e+01 -1.37600e+01 -1.37564e+01 -1.37543e+01 -1.37573e+01 
   3    0.1333926 -1.37635e+01 -1.37597e+01 -1.37690e+01 -1.37715e+01 -1.37772e+01 -1.37776e+01 -1.37734e+01 -1.37822e+01 -1.37858e+01 -1.37905e+01 -1.37928e+01 -1.37934e+01 -1.37946e+01 -1.37905e+01 -1.37918e+01 -1.37998e+01 -1.38009e+01 -1.38029e+01 -1.38014e+01 -1.38054e+01 -1.38046e+01 -1.37992e+01 -1.38091e+01 -1.38032e+01 -1.38064e+01 -1.38044e+01 -1.37985e+01 -1.38077e+01 -1.38072e+01 -1.38044e+01 -1.37985e+01 -1.38015e+01 -1.38025e+01 -1.37986e+01 -1.38013e+01 -1.38042e+01 -1.37970e+01 -1.37986e+01 -1.37955e+01 -1.37899e+01 -1.37888e+01 -1.37900e+01 -1.37764e+01 -1.37798e+01 -1.37803e+01 -1.37701e+01 -1.37671e+01 -1.37726e+01 -1.37667e+01 -1.37588e+01 -1.37643e+01 -1.37586e+01 -1.37576e+01 -1.37614e+01 
   4    0.1363135 -1.37647e+01 -1.37631e+01 -1.37709e+01 -1.37738e+01 -1.37756e+01 -1.37785e+01 -1.37751e+01 -1.37848e+01 -1.37884e+01 -1.37930e+01 -1.37969e+01 -1.37975e+01 -1.37975e+01 -1.37954e+01 -1.37961e+01 -1.38009e+01 -1.38053e+01 -1.38057e+01 -1.38054e+01 -1.38081e+01 -1.38081e+01 -1.38066e+01 -1.38101e+01 -1.38056e+01 -1.38106e+01 -1.38076e+01 -1.38019e+01 -1.38096e+01 -1.38123e+01 -1.38083e+01 -1.38040e+01 -1.38049e+01 -1.38052e+01 -1.37999e+01 -1.38065e+01 -1.38078e+01 -1.38006e+01 -1.38014e+01 -1.37996e+01 -1.37932e+01 -1.37919e+01 -1.37924e+01 -1.37813e+01 -1.37835e+01 -1.37856e+01 -1.37726e+01 -1.37726e+01 -1.37745e+01 -1.37670e+01 -1.37626e+01 -1.37689e+01 -1.37633e+01 -1.37615e+01 -1.37634e+01 
   5    0.1392983 -1.37671e+01 -1.37639e+01 -1.37713e+01 -1.37718e+01 -1.37763e+01 -1.37810e+01 -1.37738e+01 -1.37851e+01 -1.37901e+01 -1.37947e+01 -1.38003e+01 -1.37968e+01 -1.37974e+01 -1.37977e+01 -1.37987e+01 -1.38030e+01 -1.38081e+01 -1.38060e+01 -1.38092e+01 -1.38107e+01 -1.38107e+01 -1.38113e+01 -1.38113e+01 -1.38064e+01 -1.38117e+01 -1.38107e+01 -1.38041e+01 -1.38148e+01 -1.38137e+01 -1.38108e+01 -1.38044e+01 -1.38082e+01 -1.38087e+01 -1.38056e+01 -1.38106e+01 -1.38059e+01 -1.38029e+01 -1.38005e+01 -1.38042e+01 -1.37945e+01 -1.37963e+01 -1.37926e+01 -1.37845e+01 -1.37840e+01 -1.37882e+01 -1.37776e+01 -1.37736e+01 -1.37773e+01 -1.37682e+01 -1.37623e+01 -1.37703e+01 -1.37639e+01 -1.37603e+01 -1.37644e+01 
   6    0.1423486 -1.37625e+01 -1.37642e+01 -1.37701e+01 -1.37708e+01 -1.37759e+01 -1.37796e+01 -1.37748e+01 -1.37838e+01 -1.37904e+01 -1.37941e+01 -1.37998e+01 -1.37999e+01 -1.37958e+01 -1.37972e+01 -1.38005e+01 -1.38047e+01 -1.38087e+01 -1.38071e+01 -1.38112e+01 -1.38128e+01 -1.38085e+01 -1.38109e+01 -1.38095e+01 -1.38088e+01 -1.38103e+01 -1.38093e+01 -1.38077e+01 -1.38152e+01 -1.38161e+01 -1.38134e+01 -1.38072e+01 -1.38062e+01 -1.38096e+01 -1.38033e+01 -1.38129e+01 -1.38032e+01 -1.38025e+01 -1.38016e+01 -1.38025e+01 -1.37986e+01 -1.37987e+01 -1.37958e+01 -1.37857e+01 -1.37818e+01 -1.37890e+01 -1.37768e+01 -1.37721e+01 -1.37753e+01 -1.37688e+01 -1.37620e+01 -1.37687e+01 -1.37625e+01 -1.37595e+01 -1.37625e+01 
   7    0.1454656 -1.37597e+01 -1.37641e+01 -1.37680e+01 -1.37693e+01 -1.37752e+01 -1.37770e+01 -1.37764e+01 -1.37816e+01 -1.37912e+01 -1.37911e+01 -1.37976e+01 -1.37973e+01 -1.37971e+01 -1.37975e+01 -1.37994e+01 -1.38026e+01 -1.38076e+01 -1.38080e+01 -1.38086e+01 -1.38117e+01 -1.38076e+01 -1.38089e+01 -1.38075e+01 -1.38086e+01 -1.38147e+01 -1.38115e+01 -1.38088e+01 -1.38126e+01 -1.38145e+01 -1.38110e+01 -1.38064e+01 -1.38055e+01 -1.38122e+01 -1.38053e+01 -1.38122e+01 -1.38026e+01 -1.38023e+01 -1.37982e+01 -1.38018e+01 -1.38007e+01 -1.37955e+01 -1.37911e+01 -1.37830e+01 -1.37822e+01 -1.37859e+01 -1.37750e+01 -1.37727e+01 -1.37733e+01 -1.37686e+01 -1.37608e+01 -1.37641e+01 -1.37594e+01 -1.37583e+01 -1.37588e+01 
   8    0.1486509 -1.37556e+01 -1.37618e+01 -1.37637e+01 -1.37683e+01 -1.37727e+01 -1.37736e+01 -1.37725e+01 -1.37791e+01 -1.37874e+01 -1.37870e+01 -1.37935e+01 -1.37953e+01 -1.37962e+01 -1.37941e+01 -1.37973e+01 -1.37993e+01 -1.38033e+01 -1.38047e+01 -1.38056e+01 -1.38105e+01 -1.38076e+01 -1.38078e+01 -1.38044e+01 -1.38072e+01 -1.38126e+01 -1.38118e+01 -1.38070e+01 -1.38082e+01 -1.38123e+01 -1.38082e+01 -1.38052e+01 -1.38018e+01 -1.38115e+01 -1.38042e+01 -1.38091e+01 -1.38011e+01 -1.38012e+01 -1.37988e+01 -1.38005e+01 -1.37976e+01 -1.37962e+01 -1.37892e+01 -1.37815e+01 -1.37803e+01 -1.37807e+01 -1.37730e+01 -1.37690e+01 -1.37694e+01 -1.37632e+01 -1.37581e+01 -1.37598e+01 -1.37553e+01 -1.37597e+01 -1.37535e+01 
   9    0.1519059 -1.37516e+01 -1.37564e+01 -1.37588e+01 -1.37615e+01 -1.37652e+01 -1.37698e+01 -1.37674e+01 -1.37737e+01 -1.37820e+01 -1.37829e+01 -1.37870e+01 -1.37886e+01 -1.37905e+01 -1.37927e+01 -1.37944e+01 -1.37909e+01 -1.37995e+01 -1.38036e+01 -1.38021e+01 -1.38083e+01 -1.38018e+01 -1.38060e+01 -1.38017e+01 -1.38006e+01 -1.38046e+01 -1.38107e+01 -1.38061e+01 -1.38006e+01 -1.38082e+01 -1.38070e+01 -1.38066e+01 -1.38034e+01 -1.38078e+01 -1.37984e+01 -1.38074e+01 -1.37980e+01 -1.37988e+01 -1.37943e+01 -1.37977e+01 -1.37948e+01 -1.37925e+01 -1.37836e+01 -1.37778e+01 -1.37761e+01 -1.37758e+01 -1.37693e+01 -1.37678e+01 -1.37628e+01 -1.37572e+01 -1.37547e+01 -1.37553e+01 -1.37537e+01 -1.37543e+01 -1.37477e+01 
  10    0.1552322 -1.37444e+01 -1.37461e+01 -1.37532e+01 -1.37550e+01 -1.37580e+01 -1.37629e+01 -1.37621e+01 -1.37653e+01 -1.37748e+01 -1.37773e+01 -1.37812e+01 -1.37817e+01 -1.37821e+01 -1.37873e+01 -1.37908e+01 -1.37868e+01 -1.37943e+01 -1.37938e+01 -1.37969e+01 -1.38007e+01 -1.37970e+01 -1.37999e+01 -1.37936e+01 -1.37961e+01 -1.37986e+01 -1.38059e+01 -1.38037e+01 -1.37963e+01 -1.38052e+01 -1.38026e+01 -1.38015e+01 -1.37975e+01 -1.38050e+01 -1.37971e+01 -1.37996e+01 -1.37907e+01 -1.37940e+01 -1.37889e+01 -1.37909e+01 -1.37904e+01 -1.37886e+01 -1.37783e+01 -1.37754e+01 -1.37682e+01 -1.37692e+01 -1.37625e+01 -1.37619e+01 -1.37583e+01 -1.37500e+01 -1.37485e+01 -1.37475e+01 -1.37465e+01 -1.37444e+01 -1.37417e+01 
  11    0.1586314 -1.37342e+01 -1.37360e+01 -1.37449e+01 -1.37457e+01 -1.37518e+01 -1.37556e+01 -1.37581e+01 -1.37594e+01 -1.37649e+01 -1.37661e+01 -1.37720e+01 -1.37733e+01 -1.37758e+01 -1.37793e+01 -1.37839e+01 -1.37789e+01 -1.37865e+01 -1.37874e+01 -1.37870e+01 -1.37914e+01 -1.37897e+01 -1.37916e+01 -1.37855e+01 -1.37880e+01 -1.37950e+01 -1.37958e+01 -1.37949e+01 -1.37863e+01 -1.37985e+01 -1.37977e+01 -1.37962e+01 -1.37914e+01 -1.37980e+01 -1.37881e+01 -1.37911e+01 -1.37827e+01 -1.37871e+01 -1.37828e+01 -1.37828e+01 -1.37827e+01 -1.37797e+01 -1.37695e+01 -1.37682e+01 -1.37608e+01 -1.37609e+01 -1.37547e+01 -1.37525e+01 -1.37508e+01 -1.37427e+01 -1.37408e+01 -1.37395e+01 -1.37373e+01 -1.37372e+01 -1.37341e+01 
  12    0.1621049 -1.37250e+01 -1.37249e+01 -1.37333e+01 -1.37357e+01 -1.37431e+01 -1.37460e+01 -1.37492e+01 -1.37487e+01 -1.37547e+01 -1.37541e+01 -1.37642e+01 -1.37632e+01 -1.37668e+01 -1.37709e+01 -1.37736e+01 -1.37687e+01 -1.37760e+01 -1.37768e+01 -1.37737e+01 -1.37817e+01 -1.37791e+01 -1.37828e+01 -1.37771e+01 -1.37784e+01 -1.37868e+01 -1.37847e+01 -1.37862e+01 -1.37804e+01 -1.37875e+01 -1.37911e+01 -1.37886e+01 -1.37831e+01 -1.37863e+01 -1.37797e+01 -1.37825e+01 -1.37728e+01 -1.37788e+01 -1.37777e+01 -1.37716e+01 -1.37753e+01 -1.37690e+01 -1.37592e+01 -1.37582e+01 -1.37545e+01 -1.37491e+01 -1.37423e+01 -1.37419e+01 -1.37405e+01 -1.37334e+01 -1.37309e+01 -1.37303e+01 -1.37293e+01 -1.37288e+01 -1.37261e+01 
  13    0.1656546 -1.37154e+01 -1.37127e+01 -1.37221e+01 -1.37248e+01 -1.37290e+01 -1.37336e+01 -1.37368e+01 -1.37373e+01 -1.37412e+01 -1.37418e+01 -1.37515e+01 -1.37521e+01 -1.37530e+01 -1.37567e+01 -1.37628e+01 -1.37561e+01 -1.37640e+01 -1.37674e+01 -1.37637e+01 -1.37692e+01 -1.37722e+01 -1.37707e+01 -1.37653e+01 -1.37693e+01 -1.37744e+01 -1.37726e+01 -1.37763e+01 -1.37731e+01 -1.37763e+01 -1.37803e+01 -1.37771e+01 -1.37710e+01 -1.37750e+01 -1.37699e+01 -1.37718e+01 -1.37649e+01 -1.37663e+01 -1.37690e+01 -1.37638e+01 -1.37634e+01 -1.37582e+01 -1.37485e+01 -1.37491e+01 -1.37420e+01 -1.37407e+01 -1.37305e+01 -1.37280e+01 -1.37297e+01 -1.37202e+01 -1.37210e+01 -1.37216e+01 -1.37240e+01 -1.37166e+01 -1.37151e+01 
